name,category,scientific_name,description,image_url,source_url,extra
Asparagus densiflorus,poisonous,,"Asparagus densiflorus (among several species colloquially called asparagus ferns; no relation to actual ferns), or the foxtail fern (asparagus) or plume fern, is a variable, evergreen-perennial plant related to cultivated, edible asparagus. It is native to southern Africa, from Mozambique to South Africa, but is widely cultivated.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Asparagus_densiflorus_%27Myersii%27.jpg/960px-Asparagus_densiflorus_%27Myersii%27.jpg,https://en.wikipedia.org/wiki/Asparagus_densiflorus,"{""wikipedia_title"": ""Asparagus densiflorus"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/0/02/Asparagus_densiflorus_%27Myersii%27.jpg""}"
saponins,poisonous,,,,https://en.wikipedia.org/wiki/Saponin,"{""wikipedia_title"": ""Saponin""}"
Blighia sapida,poisonous,,"The ackee (Blighia sapida), also known as acki, akee, or ackee apple, is a fruit of the Sapindaceae (soapberry) family, as are the lychee and the longan. It is native to tropical West Africa. The scientific name honours Captain William Bligh who took the fruit from Jamaica to the Royal Botanic Gardens in Kew, England, in 1793. The English common name is derived from the West African Akan-language name akye fufo. Although having a long-held reputation as being poisonous with potential fatalities, the fruit arils are renowned as delicious when ripe, prepared properly, and cooked and are a feature of various Caribbean cuisines. Ackee is the national fruit of Jamaica and is considered a delicacy.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ackee_001.jpg/960px-Ackee_001.jpg,https://en.wikipedia.org/wiki/Blighia_sapida,"{""wikipedia_title"": ""Ackee"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Ackee_001.jpg""}"
ackee,poisonous,,"The ackee (Blighia sapida), also known as acki, akee, or ackee apple, is a fruit of the Sapindaceae (soapberry) family, as are the lychee and the longan. It is native to tropical West Africa. The scientific name honours Captain William Bligh who took the fruit from Jamaica to the Royal Botanic Gardens in Kew, England, in 1793. The English common name is derived from the West African Akan-language name akye fufo. Although having a long-held reputation as being poisonous with potential fatalities, the fruit arils are renowned as delicious when ripe, prepared properly, and cooked and are a feature of various Caribbean cuisines. Ackee is the national fruit of Jamaica and is considered a delicacy.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ackee_001.jpg/960px-Ackee_001.jpg,https://en.wikipedia.org/wiki/Ackee,"{""wikipedia_title"": ""Ackee"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Ackee_001.jpg""}"
Sapindaceae,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Lychee.jpg/960px-Lychee.jpg,https://en.wikipedia.org/wiki/Sapindaceae,"{""wikipedia_title"": ""Sapindaceae"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/a5/Lychee.jpg""}"
hypoglycin A,poisonous,,"Hypoglycin A is a naturally occurring amino acid derivative found in the unripened fruit of the ackee tree (Blighia sapida) and in the seeds of the box elder tree (Acer negundo). It is toxic if ingested, and is the causative agent of Jamaican vomiting sickness. A 2017 Lancet report established a link between the consumption of unripened lychees (which contain hypoglycin A or the related chemical compound methylenecyclopropylglycine (MCPG)) resulting in hypoglycaemia and death from acute toxic encephalopathy.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Hypoglycin_A.svg/960px-Hypoglycin_A.svg.png,https://en.wikipedia.org/wiki/Hypoglycin_A,"{""wikipedia_title"": ""Hypoglycin A"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/34/Hypoglycin_A.svg""}"
hypoglycin B,poisonous,,Hypoglycin B is a naturally occurring organic compound in the species Blighia sapida. It is particularly concentrated in the fruit of the plant especially in the seeds. Hypoglycin B is toxic if ingested and is one of the causative agents of Jamaican vomiting sickness. It is a dipeptide of glutamic acid and hypoglycin A.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Hypoglycin_B.svg/960px-Hypoglycin_B.svg.png,https://en.wikipedia.org/wiki/Hypoglycin_B,"{""wikipedia_title"": ""Hypoglycin B"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/b6/Hypoglycin_B.svg""}"
fatty acid metabolism,poisonous,,"Fatty acid metabolism consists of various metabolic processes involving or closely related to fatty acids, a family of molecules classified within the lipid macronutrient category. These processes can mainly be divided into (1) catabolic processes that generate energy and (2) anabolic processes where they serve as building blocks for other compounds. In catabolism, fatty acids are metabolized to produce energy, mainly in the form of adenosine triphosphate (ATP). When compared to other macronutrient classes (carbohydrates and protein), fatty acids yield the most ATP on an energy per gram basis, when they are completely oxidized to CO2 and water by beta oxidation and the citric acid cycle. Fatty acids (mainly in the form of triglycerides) are therefore the foremost storage form of fuel in most animals, and to a lesser extent in plants. In anabolism, intact fatty acids are important precursors to triglycerides, phospholipids, second messengers, hormones and ketone bodies. For example, phospholipids form the phospholipid bilayers out of which all the membranes of the cell are constructed from fatty acids. Phospholipids comprise the plasma membrane and other membranes that enclose all the organelles within the cells, such as the nucleus, the mitochondria, endoplasmic reticulum, and the Golgi apparatus. In another type of anabolism, fatty acids are modified to form other compounds such as second messengers and local hormones. The prostaglandins made from arachidonic acid stored in the cell membrane are probably the best-known of these local hormones.",,https://en.wikipedia.org/wiki/Fatty_acid_metabolism,"{""wikipedia_title"": ""Fatty acid metabolism""}"
hypoglycemia,poisonous,,"Hypoglycemia (American English), also spelled hypoglycaemia or hypoglycæmia (British English), sometimes called low blood sugar, is a fall in blood sugar to levels below normal, typically below 70 mg/dL (3.9 mmol/L). Whipple's triad is used to properly identify hypoglycemic episodes. It is defined as blood glucose below 70 mg/dL (3.9 mmol/L), symptoms associated with hypoglycemia, and resolution of symptoms when blood sugar returns to normal. Hypoglycemia may result in headache, tiredness, clumsiness, trouble talking, confusion, fast heart rate, sweating, shakiness, nervousness, hunger, loss of consciousness, seizures, or death. Symptoms typically come on quickly. Symptoms can persist after blood-glucose levels are restored to normal. The most common cause of hypoglycemia is medications used to treat diabetes such as insulin, sulfonylureas, and biguanides. Risk is greater in diabetics who have eaten less than usual, recently exercised, or consumed alcohol. Other causes of hypoglycemia include severe illness, sepsis, kidney failure, liver disease, hormone deficiency, tumors such as insulinomas or non-B cell tumors, inborn errors of metabolism, and several medications. Low blood sugar may occur in otherwise healthy newborns who have not eaten for a few hours. Hypoglycemia is treated by eating a sugary food or drink, for example glucose tablets or gel, apple juice, soft drink, or lollipops. The person must be conscious and able to swallow. The goal is to consume 10–20 grams of a carbohydrate to raise blood glucose levels to a minimum of 70 mg/dL (3.9 mmol/L). If a person is not able to take food by mouth, glucagon by injection or insufflation may help. The treatment of hypoglycemia unrelated to diabetes includes treating the underlying problem. Among people with diabetes, prevention starts with learning the signs and symptoms of hypoglycemia. Diabetes medications, like insulin, sulfonylureas, and biguanides can also be adjusted or stopped to prevent hypoglycemia. Frequent and routine blood glucose testing is recommended. Some may find continuous glucose monitors with insulin pumps to be helpful in the management of diabetes and prevention of hypoglycemia.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Hypoglycemia.jpg/960px-Hypoglycemia.jpg,https://en.wikipedia.org/wiki/Hypoglycemia,"{""wikipedia_title"": ""Hypoglycemia"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/ea/Hypoglycemia.jpg""}"
Citrus,poisonous,,"Citrus is a genus of flowering trees and shrubs in the family Rutaceae. Plants in the genus produce citrus fruits, such as citrons, mandarins, and pomelos. Many important citrus crops have been developed through extensive hybridization, including oranges, lemons, grapefruits, and limes, all of which have many cultivars. Citrus is native to South Asia, East Asia, Southeast Asia, Melanesia, and Australia. Indigenous people in these areas have used and domesticated various species since ancient times. Its cultivation first spread into Micronesia and Polynesia through the Austronesian expansion (c. 3000–1500 BCE). Later, it was spread to the Middle East and the Mediterranean (c. 1200 BCE) via the incense trade route, and then from Europe to the Americas. Renowned for their highly fragrant aromas and complex flavor, citrus are among the most popular fruits in cultivation. With a propensity to hybridize between species, making their taxonomy complicated, the genus has numerous varieties encompassing a wide range of appearance and fruit flavors.",https://upload.wikimedia.org/wikipedia/commons/b/b0/OrangeBloss_wb.jpg,https://en.wikipedia.org/wiki/Citrus,"{""wikipedia_title"": ""Citrus""}"
lemon,poisonous,,"The lemon (Citrus × limon) is a species of small evergreen tree in the Citrus genus of the flowering plant family Rutaceae. A true lemon is a hybrid of the citron and the bitter orange. Its origins are uncertain, but some evidence suggests lemons originated during the 1st millennium BC in what is now northeastern India. Some other citrus fruits are called lemon. The yellow fruit of the lemon tree is used throughout the world, primarily for its juice. The pulp and rind are used in cooking and baking. The juice of the lemon is about 5–6% citric acid, giving it a sour taste. This makes it a key ingredient in drinks and foods such as lemonade and lemon meringue pie. In 2024, world production was 23 million tonnes, led by India and Mexico with 31% of the total.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/P1030323.JPG/960px-P1030323.JPG,https://en.wikipedia.org/wiki/Lemon,"{""wikipedia_title"": ""Lemon"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/e4/P1030323.JPG""}"
lime,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Lime_Blossom.jpg/960px-Lime_Blossom.jpg,https://en.wikipedia.org/wiki/Lime_(fruit),"{""wikipedia_title"": ""Lime (fruit)"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/8/8b/Lime_Blossom.jpg""}"
grapefruit,poisonous,,"The grapefruit (Citrus × paradisi) is a subtropical citrus tree known for its relatively large, sour to semi-sweet, somewhat bitter fruit. The flesh of the fruit is segmented and varies in color from pale yellow to dark red. Grapefruits originated in Barbados in the 18th century. They are a citrus hybrid that was created through an accidental cross between the sweet orange (C. × sinensis) and the pomelo (C. maxima), both of which were introduced to the Caribbean from Asia in the 17th century. It has also been called the 'forbidden fruit'. In the past it was called the pomelo, but that term is now mostly used as the common name for Citrus maxima. Grapefruit–drug interactions are common, as the juice contains furanocoumarins that interfere with the metabolism of many drugs. This can prolong and intensify the effects of those drugs, leading to multiple side-effects such as abnormal heart rhythms, bleeding inside the stomach, low blood pressure, difficulty breathing, and dizziness.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Grapefruits_-_whole-halved-segments.jpg/960px-Grapefruits_-_whole-halved-segments.jpg,https://en.wikipedia.org/wiki/Grapefruit,"{""wikipedia_title"": ""Grapefruit"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/8/8c/Grapefruits_-_whole-halved-segments.jpg""}"
orange,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Oranges_-_whole-halved-segment.jpg/960px-Oranges_-_whole-halved-segment.jpg,https://en.wikipedia.org/wiki/Orange_(fruit),"{""wikipedia_title"": ""Orange (fruit)"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/e3/Oranges_-_whole-halved-segment.jpg""}"
Rutaceae,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/b/b4/Skimmia_reevesiana2.jpg,https://en.wikipedia.org/wiki/Rutaceae,"{""wikipedia_title"": ""Rutaceae""}"
citrus fruits,poisonous,,"Citrus is a genus of flowering trees and shrubs in the family Rutaceae. Plants in the genus produce citrus fruits, such as citrons, mandarins, and pomelos. Many important citrus crops have been developed through extensive hybridization, including oranges, lemons, grapefruits, and limes, all of which have many cultivars. Citrus is native to South Asia, East Asia, Southeast Asia, Melanesia, and Australia. Indigenous people in these areas have used and domesticated various species since ancient times. Its cultivation first spread into Micronesia and Polynesia through the Austronesian expansion (c. 3000–1500 BCE). Later, it was spread to the Middle East and the Mediterranean (c. 1200 BCE) via the incense trade route, and then from Europe to the Americas. Renowned for their highly fragrant aromas and complex flavor, citrus are among the most popular fruits in cultivation. With a propensity to hybridize between species, making their taxonomy complicated, the genus has numerous varieties encompassing a wide range of appearance and fruit flavors.",https://upload.wikimedia.org/wikipedia/commons/b/b0/OrangeBloss_wb.jpg,https://en.wikipedia.org/wiki/Citrus_fruit,"{""wikipedia_title"": ""Citrus""}"
limonene,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Limonene.jpg/960px-Limonene.jpg,https://en.wikipedia.org/wiki/Limonene,"{""wikipedia_title"": ""Limonene"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/c/cb/Limonene.jpg""}"
linalool,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/%28S%29-Linalool_molecule_ball.png/960px-%28S%29-Linalool_molecule_ball.png,https://en.wikipedia.org/wiki/Linalool,"{""wikipedia_title"": ""Linalool"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/36/%28S%29-Linalool_molecule_ball.png""}"
psoralen,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Psoralen.svg/960px-Psoralen.svg.png,https://en.wikipedia.org/wiki/Psoralen,"{""wikipedia_title"": ""Psoralen"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/ac/Psoralen.svg""}"
photosensitivity,poisonous,,,,https://en.wikipedia.org/wiki/Photosensitivity,"{""wikipedia_title"": ""Photosensitivity""}"
Lathyrus sativus,poisonous,,"Lathyrus sativus, also known as grass pea, cicerchia, blue sweet pea, chickling pea, chickling vetch, Indian pea, white pea and white vetch, is a legume (family Fabaceae) commonly grown for human consumption and livestock feed in Asia and East Africa. It is a particularly important crop in areas that are prone to drought and famine, and is thought of as an 'insurance crop' as it produces reliable yields when all other crops fail. The seeds contain a neurotoxin that causes lathyrism, a neurodegenerative disease, if eaten as a primary protein source for a prolonged period.",https://upload.wikimedia.org/wikipedia/commons/a/ae/Lathyrus_sativus_flowers_Bangladesh_cropped.JPG,https://en.wikipedia.org/wiki/Lathyrus_sativus,"{""wikipedia_title"": ""Lathyrus sativus""}"
Fabaceae,poisonous,,"Fabaceae or Leguminosae, commonly known as the legume, pea, or bean family, is a large and agriculturally important family of flowering plants. It includes trees, shrubs, and perennial or annual herbaceous plants, which are easily recognized by their fruit (legume) and their compound, stipulate leaves. The family is widely distributed, and is the third-largest land plant family in number of species, behind only the Orchidaceae and Asteraceae, with about 765 genera and nearly 20,000 known species. The five largest genera of the family are Astragalus (over 3,000 species), Acacia (over 1,000 species), Indigofera (around 700 species), Crotalaria (around 700 species), and Mimosa (around 400 species), which constitute about a quarter of all legume species. The c. 19,000 known legume species amount to about 7% of flowering plant species. Fabaceae is the most common family found in tropical rainforests and dry forests of the Americas and Africa. Recent molecular and morphological evidence supports the conclusion that the Fabaceae is a single monophyletic family. This conclusion has been supported not only by the degree of interrelation shown by different groups within the family compared with that found among the Leguminosae and their closest relations, but also by all the recent phylogenetic studies based on DNA sequences. These studies confirm that the Fabaceae are a monophyletic group that is closely related to the families Polygalaceae, Surianaceae and Quillajaceae and that they belong to the order Fabales. Along with the cereals, some fruits and tropical roots, a number of Leguminosae have been staple human foods for millennia, and their use is closely related to human evolution. The family Fabaceae includes a number of plants that are common in agriculture, including Glycine max (soybean), Phaseolus (beans), Pisum sativum (pea), Cicer arietinum (chickpeas), Vicia faba (broad bean), Medicago sativa (alfalfa), Arachis hypogaea (peanut), Ceratonia siliqua (carob), Tamarindus indica (tamarind), Trigonella foenum-graecum (fenugreek), and Glycyrrhiza glabra (liquorice). A number of species are also weedy pests in different parts of the world, including Cytisus scoparius (broom), Robinia pseudoacacia (black locust), Ulex europaeus (gorse), Pueraria montana (kudzu), and a number of Lupinus species.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Flowering_kudzu.jpg/960px-Flowering_kudzu.jpg,https://en.wikipedia.org/wiki/Fabaceae,"{""wikipedia_title"": ""Fabaceae"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/ac/Flowering_kudzu.jpg""}"
"β-N-Oxalyl-L-α,β-diaminopropionic acid",poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Beta-oxalylamino-L-alanine.svg/960px-Beta-oxalylamino-L-alanine.svg.png,https://en.wikipedia.org/wiki/Oxalyldiaminopropionic_acid,"{""wikipedia_title"": ""Oxalyldiaminopropionic acid"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/9/96/Beta-oxalylamino-L-alanine.svg""}"
neurotoxic,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Cyanobacterial_Scum.JPG/960px-Cyanobacterial_Scum.JPG,https://en.wikipedia.org/wiki/Neurotoxin,"{""wikipedia_title"": ""Neurotoxin"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/1a/Cyanobacterial_Scum.JPG""}"
amino acid,poisonous,,"Amino acids are organic compounds that contain both amino and carboxylic acid functional groups. Although over 500 amino acids exist in nature, by far the most important are the 22 α-amino acids incorporated into proteins. Only these 22 appear in the genetic code of life. Amino acids can be classified according to the locations of the core structural functional groups (alpha- (α-), beta- (β-), gamma- (γ-) amino acids, etc.); other categories relate to polarity, ionization, and side-chain group type (aliphatic, acyclic, aromatic, polar, etc.). In the form of proteins, amino-acid residues form the second-largest component (water being the largest) of human muscles and other tissues. Beyond their role as residues in proteins, amino acids participate in a number of processes such as neurotransmitter transport and biosynthesis. It is thought that they played a key role in enabling life on Earth and its emergence. Amino acids are formally named by the IUPAC-IUBMB Joint Commission on Biochemical Nomenclature in terms of the fictitious ""neutral"" structure shown in the illustration. For example, the systematic name of alanine is 2-aminopropanoic acid, based on the formula CH3−CH(NH2)−COOH. The Commission justified this approach as follows: The systematic names and formulas given refer to hypothetical forms in which amino groups are unprotonated and carboxyl groups are undissociated. This convention is useful to avoid various nomenclatural problems but should not be taken to imply that these structures represent an appreciable fraction of the amino-acid molecules.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/L-amino_acid_structure.svg/960px-L-amino_acid_structure.svg.png,https://en.wikipedia.org/wiki/Amino_acid,"{""wikipedia_title"": ""Amino acid"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/5/51/L-amino_acid_structure.svg""}"
paralysis,poisonous,,,,https://en.wikipedia.org/wiki/Paralysis,"{""wikipedia_title"": ""Paralysis""}"
neurolathyrism,poisonous,,,,https://en.wikipedia.org/wiki/Neurolathyrism,"{""wikipedia_title"": ""Neurolathyrism""}"
neurodegenerative,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Alzheimer%27s_disease_brain_comparison.jpg/960px-Alzheimer%27s_disease_brain_comparison.jpg,https://en.wikipedia.org/wiki/Neurodegenerative,"{""wikipedia_title"": ""Neurodegenerative disease"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/a5/Alzheimer%27s_disease_brain_comparison.jpg""}"
emaciation,poisonous,,Emaciation is defined as the state of extreme thinness from absence of body fat and muscle wasting usually resulting from malnutrition.,https://upload.wikimedia.org/wikipedia/commons/7/71/Starved_child.jpg,https://en.wikipedia.org/wiki/Emaciation,"{""wikipedia_title"": ""Emaciation""}"
famines,poisonous,,"A famine is a widespread scarcity of food caused by several possible factors, including, but not limited to: war, natural disasters, crop failure, widespread poverty, an economic catastrophe or government policies. This phenomenon is usually accompanied or followed by regional malnutrition, starvation, epidemic, and increased mortality. Every inhabited continent in the world has experienced a period of famine throughout history. During the 19th and 20th centuries, Southeast and South Asia, as well as Eastern and Central Europe, suffered the greatest number of fatalities due to famine. Deaths caused by famine declined sharply beginning in the 1970s, with numbers falling further since 2000. Since 2010, Africa has been the most affected continent in the world by famine. As of 2025, Haiti and Afghanistan are the two countries with the most catastrophic and widespread states of famine, followed by Sudan.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/No-nb_bldsa_6a019.jpg/960px-No-nb_bldsa_6a019.jpg,https://en.wikipedia.org/wiki/Famine,"{""wikipedia_title"": ""Famine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/d/d5/No-nb_bldsa_6a019.jpg""}"
