name,category,scientific_name,description,image_url,source_url,extra
Chrysanthemum,edible,,"Chrysanthemums ( kriss-AN-thə-məmz), sometimes abbreviated to mums or chrysanths, are perennial herbaceous flowering plants in the family Asteraceae that bloom in the autumn. They are native to East Asia and northeastern Europe. Most species originate from East Asia, and the center of diversity is in China. Many thousands of horticultural varieties and cultivars exist. The plant is sensitive to waterlogging, which may causes fungal infections in roots.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Chrysanthemum_nangkingense.jpg/960px-Chrysanthemum_nangkingense.jpg,https://en.wikipedia.org/wiki/Chrysanthemum,"{""wikipedia_title"": ""Chrysanthemum"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/b5/Chrysanthemum_nangkingense.jpg""}"
Cichorium intybus,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Illustration_Cichorium_intybus0_clean.jpg/960px-Illustration_Cichorium_intybus0_clean.jpg,https://en.wikipedia.org/wiki/Cichorium_intybus,"{""wikipedia_title"": ""Chicory"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/bf/Illustration_Cichorium_intybus0_clean.jpg""}"
Cucurbita pepo,edible,,"Cucurbita pepo is a cultivated plant of the genus Cucurbita. It yields varieties of winter squash and pumpkin, but the most widespread varieties belong to the subspecies Cucurbita pepo subsp. pepo, called summer squash. It has been domesticated in the Americas for thousands of years, from where it was spread by early colonisers to Europe and later across the rest of the Old World in the context of the Columbian Exchange. Some authors maintain that C. pepo is derived from C. texana, while others suggest that C. texana is merely feral C. pepo. They have a wide variety of uses, especially as a food source. C. pepo seems more closely related to C. fraterna, though disagreements exist about the exact nature of that connection, too. It is a host species for the melonworm moth, the squash vine borer, and the pickleworm. They are also the preferred pollen source for squash bees, which are the primary pollinators in the Americas.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Cucurbita_pepo_collage_1.png/960px-Cucurbita_pepo_collage_1.png,https://en.wikipedia.org/wiki/Cucurbita_pepo,"{""wikipedia_title"": ""Cucurbita pepo"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/a6/Cucurbita_pepo_collage_1.png""}"
Cymbopetalum costaricense,edible,,Cymbopetalum costaricense is a species of plant in the family Annonaceae. The specific epithet refers to the country of Costa Rica which is in the plant's range. It grows as a tree. The flowers of Cymbopetalum costaricense and related species C. penduliflorum were traditionally used by indigenous peoples to flavor chocolate.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Cymbopetalum_costaricense_%28Donn._Sm.%29_Saff..jpg/960px-Cymbopetalum_costaricense_%28Donn._Sm.%29_Saff..jpg,https://en.wikipedia.org/wiki/Cymbopetalum_costaricense,"{""wikipedia_title"": ""Cymbopetalum costaricense"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/d/d6/Cymbopetalum_costaricense_%28Donn._Sm.%29_Saff..jpg""}"
Cymbopetalum penduliflorum,edible,,Cymbopetalum penduliflorum is a species of plant in family Annonaceae. The specific epithet penduliflorum derives from the Latin words pendulus (pendent or hanging) and florum (flowered).,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Cymbopetalum_penduliflorum_22475100.jpg/960px-Cymbopetalum_penduliflorum_22475100.jpg,https://en.wikipedia.org/wiki/Cymbopetalum_penduliflorum,"{""wikipedia_title"": ""Cymbopetalum penduliflorum"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/4/41/Cymbopetalum_penduliflorum_22475100.jpg""}"
Dianthus,edible,,"Dianthus ( dy-AN-thəs) is a genus of about 340 species of flowering plants in the family Caryophyllaceae, native mainly to Europe and Asia, with a few species in northern and southern Africa, and one species (D. repens) in arctic North America. Common names include carnation (D. caryophyllus), pink (D. plumarius and related species), and sweet william (D. barbatus).",https://upload.wikimedia.org/wikipedia/commons/4/42/Dianthus_caryophyllus_L_%28Clove_pink%29.JPG,https://en.wikipedia.org/wiki/Dianthus,"{""wikipedia_title"": ""Dianthus"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers""}"
Eruca sativa,edible,,"Eruca sativa (also known as rocket, eruca, or arugula) is an edible annual plant in the family Brassicaceae. Other common names include salad rocket, garden rocket, colewort, roquette, ruchetta, rucola, rucoli, and rugula. E. sativa is native to the Mediterranean and Asia. Its commonality and sharp flavor make it widely popular as a leaf vegetable, including in salads.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Eruca_sativa_sl11.jpg/960px-Eruca_sativa_sl11.jpg,https://en.wikipedia.org/wiki/Eruca_sativa,"{""wikipedia_title"": ""Eruca sativa"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/1c/Eruca_sativa_sl11.jpg""}"
Foeniculum vulgare,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Foeniculum_July_2011-1a.jpg/960px-Foeniculum_July_2011-1a.jpg,https://en.wikipedia.org/wiki/Foeniculum_vulgare,"{""wikipedia_title"": ""Fennel"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/c/c0/Foeniculum_July_2011-1a.jpg""}"
Galium odoratum,edible,,"Galium odoratum, the sweet woodruff or sweetscented bedstraw, is a flowering perennial plant in the family Rubiaceae, native to much of Europe. It is widely cultivated for its flowers and its sweet-smelling foliage.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Waldmeister%28Mai%29.JPG/960px-Waldmeister%28Mai%29.JPG,https://en.wikipedia.org/wiki/Galium_odoratum,"{""wikipedia_title"": ""Galium odoratum"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/32/Waldmeister%28Mai%29.JPG""}"
Helianthus annuus,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Sunflower_sky_backdrop.jpg/960px-Sunflower_sky_backdrop.jpg,https://en.wikipedia.org/wiki/Helianthus_annuus,"{""wikipedia_title"": ""Common sunflower"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/4/40/Sunflower_sky_backdrop.jpg""}"
Hemerocallis,edible,,,https://upload.wikimedia.org/wikipedia/commons/6/66/Hemerocallis_lilioasphodelus.jpg,https://en.wikipedia.org/wiki/Hemerocallis,"{""wikipedia_title"": ""Daylily"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers""}"
laxative,edible,,"Laxatives, purgatives, or aperients are substances that loosen stools and increase bowel movements. They are used to treat and prevent constipation. Laxatives vary as to how they work and the side effects they may have. Certain stimulant, lubricant, and saline laxatives are used to evacuate the colon for rectal and bowel examinations, and may be supplemented by enemas under certain circumstances. Sufficiently high doses of laxatives may cause diarrhea. Some laxatives combine more than one active ingredient, and may be administered orally or rectally.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Glycerin_suppositories.jpg/960px-Glycerin_suppositories.jpg,https://en.wikipedia.org/wiki/Laxative,"{""wikipedia_title"": ""Laxative"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/9/98/Glycerin_suppositories.jpg""}"
Hibiscus rosa-sinensis,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Hibiscus_Brilliant.jpg/960px-Hibiscus_Brilliant.jpg,https://en.wikipedia.org/wiki/Hibiscus_rosa-sinensis,"{""wikipedia_title"": ""Hibiscus × rosa-sinensis"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/2/21/Hibiscus_Brilliant.jpg""}"
Lavandula,edible,,"Lavandula (common name lavender) is a genus of 47 known species of perennial flowering plants in the sage family, Lamiaceae. It is native to the Old World, primarily found across the drier, warmer regions of the Mediterranean, with an affinity for maritime breezes. Lavender is found on the Iberian Peninsula and around the entirety of the Mediterranean coastline (including the Adriatic coast, the Balkans, the Levant, and coastal North Africa), in parts of Eastern and Southern Africa and the Middle East, as well as in South Asia and on the Indian subcontinent. Many members of the genus are cultivated extensively in temperate climates as ornamental plants for garden and landscape use, for use as culinary herbs, and also commercially for the extraction of essential oils. Lavender is used in traditional medicine and as an ingredient in cosmetics.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Single_lavender_flower02.jpg/960px-Single_lavender_flower02.jpg,https://en.wikipedia.org/wiki/Lavandula,"{""wikipedia_title"": ""Lavandula"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/7/7e/Single_lavender_flower02.jpg""}"
Levisticum officinale,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Liebst%C3%B6ckel.JPG/960px-Liebst%C3%B6ckel.JPG,https://en.wikipedia.org/wiki/Levisticum_officinale,"{""wikipedia_title"": ""Lovage"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Liebst%C3%B6ckel.JPG""}"
Lonicera japonica,edible,,"Lonicera japonica, known as Japanese honeysuckle and golden-and-silver honeysuckle, is a species of honeysuckle native to East Asia, including many parts of China. It is often grown as an ornamental plant, but has become an invasive species in a number of countries. It is used in traditional Chinese medicine.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Honeysuckle-2.jpg/960px-Honeysuckle-2.jpg,https://en.wikipedia.org/wiki/Lonicera_japonica,"{""wikipedia_title"": ""Lonicera japonica"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/e9/Honeysuckle-2.jpg""}"
Malus,edible,,"Malus ( or ) is a genus of about 32–57 species of small deciduous trees or shrubs in the family Rosaceae, including the domesticated orchard apple, crab apples (sometimes known in North America as crabapples) and wild apples. The genus is native to the temperate zone of the Northern Hemisphere.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Purple_prince_crabapple_tree.JPG/960px-Purple_prince_crabapple_tree.JPG,https://en.wikipedia.org/wiki/Malus,"{""wikipedia_title"": ""Malus"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/2/2f/Purple_prince_crabapple_tree.JPG""}"
Matricaria recutita,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Matricaria_February_2008-1.jpg/960px-Matricaria_February_2008-1.jpg,https://en.wikipedia.org/wiki/Matricaria_recutita,"{""wikipedia_title"": ""Matricaria chamomilla"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/c/c8/Matricaria_February_2008-1.jpg""}"
Mentha,edible,,"Mentha, also known as mint (from Greek μίνθα míntha, Linear B mi-ta), is a genus of flowering plants in the mint family, Lamiaceae. It is estimated that 18 to 24 species exist, but the exact distinction between species is unclear. Hybridization occurs naturally where some species' ranges overlap. Many hybrids and cultivars are known. The genus has a subcosmopolitan distribution, growing best in wet environments and moist soils.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Mentha_spicata-IMG_6186.jpg/960px-Mentha_spicata-IMG_6186.jpg,https://en.wikipedia.org/wiki/Mentha,"{""wikipedia_title"": ""Mentha"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/4/4d/Mentha_spicata-IMG_6186.jpg""}"
Monarda didyma,edible,,"Monarda didyma, the crimson beebalm, scarlet beebalm, scarlet monarda, Eau-de-Cologne plant, Oswego tea, or bergamot, is a North American aromatic herb in the family Lamiaceae.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Monarda_didyma_inflorescence_and_upper_cauline_leaves.jpg/960px-Monarda_didyma_inflorescence_and_upper_cauline_leaves.jpg,https://en.wikipedia.org/wiki/Monarda_didyma,"{""wikipedia_title"": ""Monarda didyma"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/0/0a/Monarda_didyma_inflorescence_and_upper_cauline_leaves.jpg""}"
Musa,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Starr_050826-4195_Musa_sp..jpg/960px-Starr_050826-4195_Musa_sp..jpg,https://en.wikipedia.org/wiki/Musa_(genus),"{""wikipedia_title"": ""Musa (genus)"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/bb/Starr_050826-4195_Musa_sp..jpg""}"
Banana blossom,edible,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Bananavarieties.jpg,https://en.wikipedia.org/wiki/Banana_blossom,"{""wikipedia_title"": ""Banana"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers""}"
Ocimum basilicum,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Ocimum_basilicum_8zz.jpg/960px-Ocimum_basilicum_8zz.jpg,https://en.wikipedia.org/wiki/Ocimum_basilicum,"{""wikipedia_title"": ""Basil"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/9/97/Ocimum_basilicum_8zz.jpg""}"
Passiflora,edible,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/OQ_Passion_flower.jpg,https://en.wikipedia.org/wiki/Passiflora,"{""wikipedia_title"": ""Passiflora"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers""}"
Pelargonium,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Pelargonium_cucullatum_Contour_Path_Rhodes_Mem.JPG/960px-Pelargonium_cucullatum_Contour_Path_Rhodes_Mem.JPG,https://en.wikipedia.org/wiki/Pelargonium,"{""wikipedia_title"": ""Pelargonium"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/0/0d/Pelargonium_cucullatum_Contour_Path_Rhodes_Mem.JPG""}"
Phaseolus vulgaris,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Snijboon_peulen_Phaseolus_vulgaris.jpg/960px-Snijboon_peulen_Phaseolus_vulgaris.jpg,https://en.wikipedia.org/wiki/Phaseolus_vulgaris,"{""wikipedia_title"": ""Phaseolus vulgaris"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/c/ca/Snijboon_peulen_Phaseolus_vulgaris.jpg""}"
Phalaenopsis,edible,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Phalaenopsis_philippinensis_NationalOrchidGarden-Singapore.jpg,https://en.wikipedia.org/wiki/Phalaenopsis,"{""wikipedia_title"": ""Phalaenopsis"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers""}"
Rosa,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Rosa_rubiginosa_1.jpg/960px-Rosa_rubiginosa_1.jpg,https://en.wikipedia.org/wiki/Rose,"{""wikipedia_title"": ""Rose"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/e6/Rosa_rubiginosa_1.jpg""}"
Rosmarinus officinalis,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Rosemary_in_bloom.JPG/960px-Rosemary_in_bloom.JPG,https://en.wikipedia.org/wiki/Rosmarinus_officinalis,"{""wikipedia_title"": ""Rosemary"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/a3/Rosemary_in_bloom.JPG""}"
Salvia elegans,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Salvia_elegans.jpg/960px-Salvia_elegans.jpg,https://en.wikipedia.org/wiki/Salvia_elegans,"{""wikipedia_title"": ""Salvia elegans"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/1c/Salvia_elegans.jpg""}"
Salvia officinalis,edible,,"Salvia officinalis, common sage or sage, is a perennial, evergreen subshrub, with woody stems, grayish leaves, and blue to purplish flowers. It is a member of the mint family (Lamiaceae) and native to the Mediterranean region, though it has been naturalized in many places throughout the world. It has a long history of culinary use, and in modern times it has been used as an ornamental garden plant. The common name ""sage"" is also used for closely related species and cultivars.",https://upload.wikimedia.org/wikipedia/commons/5/5a/Salvia_officinalis0.jpg,https://en.wikipedia.org/wiki/Salvia_officinalis,"{""wikipedia_title"": ""Salvia officinalis"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers""}"
Sambucus canadensis,edible,,"Sambucus canadensis, the American black elderberry, Canada elderberry, or common elderberry, is a North American species of elderberry. Although many parts of the plant are toxic, including the seeds, the flower and ripe berries are edible—most safely after cooking.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Sambucus_nigra_subsp_canadensis_-_Indiana.jpg/960px-Sambucus_nigra_subsp_canadensis_-_Indiana.jpg,https://en.wikipedia.org/wiki/Sambucus_canadensis,"{""wikipedia_title"": ""Sambucus canadensis"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/e4/Sambucus_nigra_subsp_canadensis_-_Indiana.jpg""}"
Sesbania grandiflora,edible,,"Sesbania grandiflora, common names vegetable hummingbird, katurai, agati, agastya, agasya, kathurumurunga and West Indian pea, is a leguminous tree of family Fabaceae native to Malesia, including Malaysia, New Guinea, and the Philippines. It is widely distributed globally in equatorial regions. The flowers are eaten in Southeast and South Asia.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Starr_050518-1632_Sesbania_grandiflora.jpg/960px-Starr_050518-1632_Sesbania_grandiflora.jpg,https://en.wikipedia.org/wiki/Sesbania_grandiflora,"{""wikipedia_title"": ""Sesbania grandiflora"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/7/74/Starr_050518-1632_Sesbania_grandiflora.jpg""}"
Syringa vulgaris,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Lilac_Flower%26Leaves%2C_SC%2C_Vic%2C_13.10.2007.jpg/960px-Lilac_Flower%26Leaves%2C_SC%2C_Vic%2C_13.10.2007.jpg,https://en.wikipedia.org/wiki/Syringa_vulgaris,"{""wikipedia_title"": ""Syringa vulgaris"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/35/Lilac_Flower%26Leaves%2C_SC%2C_Vic%2C_13.10.2007.jpg""}"
Tagetes patula,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/French_marigold_Tagetes_patula.jpg/960px-French_marigold_Tagetes_patula.jpg,https://en.wikipedia.org/wiki/Tagetes_patula,"{""wikipedia_title"": ""Tagetes patula"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/e/e7/French_marigold_Tagetes_patula.jpg""}"
Tagetes tenuifolia,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Tagetes_tenuifolia_g122.JPG/960px-Tagetes_tenuifolia_g122.JPG,https://en.wikipedia.org/wiki/Tagetes_tenuifolia,"{""wikipedia_title"": ""Tagetes tenuifolia"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/2/28/Tagetes_tenuifolia_g122.JPG""}"
Taraxacum officinale,edible,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Taraxacum_officinale_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-135.jpg/960px-Taraxacum_officinale_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-135.jpg,https://en.wikipedia.org/wiki/Taraxacum_officinale,"{""wikipedia_title"": ""Taraxacum officinale"", ""from_list"": ""https://en.wikipedia.org/wiki/List_of_edible_flowers"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/b2/Taraxacum_officinale_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-135.jpg""}"
