name,category,scientific_name,description,image_url,source_url,extra
Shigella,food_poisoning,,"Shigella is a genus of bacteria that is Gram negative , facultatively anaerobic , non–spore-forming , nonmotile, rod shaped , and is genetically nested within Escherichia coli . The genus is named after Japanese physician Kiyoshi Shiga , who discovered it in 1897. [ 1 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Shigella_stool.jpg/250px-Shigella_stool.jpg,https://en.wikipedia.org/wiki/Shigella,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Staphylococcus aureus,food_poisoning,,"Staphylococcus aureus is a Gram-positive spherically shaped bacterium , a member of the Bacillota , and is a usual member of the microbiota of the body, frequently found in the upper respiratory tract and on the skin . It is often positive for catalase and nitrate reduction and is a facultative anaerobe , meaning that it can grow without oxygen. [ 1 ] Although S. aureus usually acts as a commensal of the human microbiota, it can also become an opportunistic pathogen , being a common cause of skin infections including abscesses , respiratory infections such as sinusitis , and food poisoning . Pathogenic strains often promote infections by producing virulence factors such as potent protein toxins , and the expression of a cell-surface protein that binds and inactivates antibodies . S. aureus is one of the leading pathogens for deaths associated with antimicrobial resistance and the emergence of antibiotic-resistant strains, such as methicillin-resistant S. aureus (MRSA). The bacterium is a worldwide problem in clinical medicine . Despite much research and development , no vaccine for S. aureus has been approved.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Staphylococcus_aureus_VISA_2.jpg/250px-Staphylococcus_aureus_VISA_2.jpg,https://en.wikipedia.org/wiki/Staphylococcus_aureus,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Vibrio parahaemolyticus,food_poisoning,,"Vibrio parahaemolyticus (V. parahaemolyticus) is a curved, rod-shaped, Gram-negative bacterial species found in the sea and in estuaries which, when ingested, may cause gastrointestinal illness in humans. [ 1 ] V. parahaemolyticus is oxidase positive, facultatively aerobic , and does not form spores . Like other members of the genus Vibrio , this species is motile , with a single, polar flagellum . [ 2 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Vibrio_parahaemolyticus_01.jpg/250px-Vibrio_parahaemolyticus_01.jpg,https://en.wikipedia.org/wiki/Vibrio_parahaemolyticus,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Vibrio vulnificus,food_poisoning,,"Vibrio vulnificus is a species of Gram-negative , motile, curved rod-shaped (vibrio), pathogenic bacteria of the genus Vibrio . Present in marine environments such as estuaries , brackish ponds, or coastal areas, V. vulnificus is related to V. cholerae , the causative agent of cholera . [ 3 ] At least one strain of V. vulnificus is bioluminescent . [ 4 ] Increasing seasonal ocean temperatures and low-salt marine environments like estuaries favor a greater concentration of Vibrio within filter-feeding shellfish; V. vulnificus infections in the Eastern United States have increased eightfold from 1988–2018.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Vibrio_vulnificus_01.png/250px-Vibrio_vulnificus_01.png,https://en.wikipedia.org/wiki/Vibrio_vulnificus,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Yersinia enterocolitica,food_poisoning,,"Yersinia enterocolitica is a Gram-negative , rod-shaped bacterium , belonging to the family Yersiniaceae . It is motile at temperatures of 22–29 ° C (72–84 °F ), but it becomes nonmotile at normal human body temperature . [ 1 ] [ 2 ] Y. enterocolitica infection causes the disease yersiniosis , which is an animal-borne disease occurring in humans, as well as in a wide array of animals such as cattle, deer, pigs, and birds. Many of these animals recover from the disease and become carriers; these are potential sources of contagion despite showing no signs of disease . [ 3 ] The bacterium infects the host by sticking to its cells using trimeric autotransporter adhesins .",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/3D_computer_generated_image_of_Yersinia_enterocolita.jpg/250px-3D_computer_generated_image_of_Yersinia_enterocolita.jpg,https://en.wikipedia.org/wiki/Yersinia_enterocolitica,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Corynebacterium ulcerans,food_poisoning,,"Corynebacterium ulcerans is a rod-shaped, aerobic, and Gram-positive bacterium. Most Corynebacterium species are harmless, but some cause serious illness in humans, especially in immunocompromised humans. C. ulcerans has been known to cause diphtheria and diphtheria-like infections in patients. Previously thought to simply be contaminants recovered from diphtheria patients, “ coryneform ” or “diphtheroids” are now believed to be the cause of such infections. [ 1 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Corynebacterium_ulcerans_01.jpg/250px-Corynebacterium_ulcerans_01.jpg,https://en.wikipedia.org/wiki/Corynebacterium_ulcerans,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Plesiomonas shigelloides,food_poisoning,,"Plesiomonas shigelloides is a species of bacteria [ 1 ] and the only member of its genus. It is a Gram-negative , rod-shaped bacterium which has been isolated from freshwater , freshwater fish, shellfish, cattle, goats, swine, cats, dogs, monkeys, vultures, snakes, toads and humans. [ 2 ] It is considered a fecal coliform . P. shigelloides is a global distributed species, found globally outside of the polar ice caps. [ 3 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,https://en.wikipedia.org/wiki/Plesiomonas_shigelloides,"{""section"": ""Bacteria"", ""type"": ""agent""}"
Aflatoxins,food_poisoning,,"Aflatoxins are various poisonous carcinogens and mutagens that are produced by certain molds , especially Aspergillus species such as Aspergillus flavus and Aspergillus parasiticus . According to the USDA , ""They are probably the best known and most intensively researched mycotoxins in the world."" [ 1 ] The fungi grow in soil, decaying vegetation and various staple foodstuffs and commodities such as hay, maize (corn), peanuts , coffee , wheat , millet , sorghum , cassava , rice , chili peppers , cottonseed , tree nuts , sesame seeds , sunflower seeds , and various cereal grains and oil seeds. They have been found in both pet and human foods, as well as in feedstocks for agricultural animals. Animals fed contaminated food can pass aflatoxin transformation products into milk, milk products, and meat. [ 2 ] For example, contaminated poultry feed is the suspected source of aflatoxin-contaminated chicken meat and eggs in Pakistan. [ 3 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/%28%E2%80%93%29-Aflatoxin_B1_Structural_Formulae_V.1.svg/250px-%28%E2%80%93%29-Aflatoxin_B1_Structural_Formulae_V.1.svg.png,https://en.wikipedia.org/wiki/Aflatoxin,"{""section"": ""Mycotoxins and alimentary mycotoxicoses"", ""type"": ""agent""}"
Ochratoxins,food_poisoning,,"Ochratoxins are a group of mycotoxins produced by some Aspergillus species (mainly A. ochraceus and A. carbonarius , but also by 33% of A. niger industrial strains) and some Penicillium species, especially P. verrucosum . Ochratoxin A is the most prevalent and relevant fungal toxin of this group, while ochratoxins B and C are of lesser importance.",https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/60px-Question_book-new.svg.png,https://en.wikipedia.org/wiki/Ochratoxin,"{""section"": ""Mycotoxins and alimentary mycotoxicoses"", ""type"": ""agent""}"
Hepatitis E,food_poisoning,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Hepatitis_E_virus.jpg/250px-Hepatitis_E_virus.jpg,https://en.wikipedia.org/wiki/Hepatitis_E,"{""section"": ""Viruses"", ""type"": ""agent""}"
Tapeworm,food_poisoning,,"Eucestoda is the larger of the two subclasses of flatworms in the class Cestoda (the other subclass being Cestodaria ) whose members are commonly known as tapeworms . Larvae have six posterior hooks on the scolex (head), in contrast to the ten-hooked Cestodaria . All tapeworms are endoparasites of vertebrates, living in the digestive tract or related ducts. Examples are the pork tapeworm ( Taenia solium ) with a human definitive host , and pigs as the secondary host , and Moniezia expansa , the definitive hosts of which are ruminants .",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Taenia_saginata_adult_5260_lores.jpg/250px-Taenia_saginata_adult_5260_lores.jpg,https://en.wikipedia.org/wiki/Tapeworm,"{""section"": ""Parasites"", ""type"": ""agent""}"
Trichinella spiralis,food_poisoning,,"Trichinella spiralis is a viviparous [ 1 ] nematode parasite , occurring in rodents , pigs , bears , hyenas and humans , and is responsible for the disease trichinosis . It is sometimes referred to as the ""pork worm"" due to it being typically encountered in undercooked pork products. It should not be confused with the distantly related pork tapeworm .",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Trichinella_larv1_DPDx.JPG/250px-Trichinella_larv1_DPDx.JPG,https://en.wikipedia.org/wiki/Trichinella_spiralis,"{""section"": ""Parasites"", ""type"": ""agent""}"
Acanthamoeba,food_poisoning,,"Acanthamoeba is a genus of amoebae that are commonly recovered from soil, fresh water , and other habitats . The genus Acanthamoeba has two stages in its life cycle, the metabolically active trophozoite stage and a dormant, stress-resistant cyst stage. In nature, Acanthamoeba species are generally free-living bacterivores . However, they are also opportunistic pathogens able to cause serious and potentially fatal infections in humans and other animals. [ 1 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Acanthamoeba_polyphaga_cyst.jpg/250px-Acanthamoeba_polyphaga_cyst.jpg,https://en.wikipedia.org/wiki/Acanthamoeba,"{""section"": ""Parasites"", ""type"": ""agent""}"
Cryptosporidiosis,food_poisoning,,"Cryptosporidiosis , sometimes informally called crypto , [ 1 ] is a parasitic disease caused by Cryptosporidium , a genus of protozoan parasites in the phylum Apicomplexa . It affects the distal small intestine and can affect the respiratory tract in both immunocompetent (i.e., individuals with a normal functioning immune system ) and immunocompromised (e.g., persons with HIV/AIDS or autoimmune disorders ) individuals, resulting in watery diarrhea with or without an unexplained cough. [ 2 ] In immunosuppressed individuals, the symptoms are particularly severe and can be fatal. It is primarily spread through the fecal-oral route , often through contaminated water; [ 2 ] [ 3 ] recent evidence suggests that it can also be transmitted via fomites contaminated with respiratory secretions. [ 2 ] Cryptosporidium is commonly isolated in HIV-positive patients presenting with diarrhea. [ 4 ] [ 5 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Cryptosporidiosis_-_very_high_mag_-_cropped.jpg/250px-Cryptosporidiosis_-_very_high_mag_-_cropped.jpg,https://en.wikipedia.org/wiki/Cryptosporidiosis,"{""section"": ""Parasites"", ""type"": ""agent""}"
Giardia lamblia,food_poisoning,,"Giardia duodenalis , also known as Giardia intestinalis and Giardia lamblia , is a flagellated parasitic protozoan microorganism of the genus Giardia that colonizes the small intestine , causing a diarrheal condition known as giardiasis . [ 1 ] [ 2 ] [ 3 ] The parasite attaches to the intestinal epithelium by a ventral disc ( syn . adhesive disc or sucker ), and reproduces via binary fission . [ 4 ] [ 5 ] G. duodenalis is a non-invasive parasite, that does not spread to other parts of the gastrointestinal tract , but remains confined to the lumen of the small intestine. [ 6 ] [ 7 ] The parasite exists in two forms; trophozoites and cysts . The microorganism can undergo encystation, transforming into a dormant cyst that enables it to survive outside of its host . [ 8 ] Giardia trophozoites are anaerobic , and absorb their nutrients from the intestinal lumen. If the organism is stained , its characteristic pattern resembles the familiar "" smiley face "" symbol. [ 9 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Giardia_lamblia_SEM_8698_lores.jpg/250px-Giardia_lamblia_SEM_8698_lores.jpg,https://en.wikipedia.org/wiki/Giardia_lamblia,"{""section"": ""Parasites"", ""type"": ""agent""}"
Ciguatera poisoning,food_poisoning,,"Ciguatera fish poisoning ( CFP ), also known as ciguatera , is a foodborne illness caused by eating tropical reef fish contaminated with ciguatoxins . [ 4 ] [ 2 ] Such individual fish are said to be ciguatoxic . Symptoms may include diarrhea , vomiting, numbness, itchiness, dysesthesia , sensitivity to hot and cold, dizziness , and weakness with lethargy. [ 1 ] [ 2 ] The onset of symptoms varies with the amount of toxin absorbed. If a large quantity of toxins is consumed, symptoms may appear within half an hour. At lower amounts, symptoms may take a few days to appear. [ 3 ] Diarrhea may last up to four days. [ 1 ] Symptoms may last a few weeks to a few months. [ 3 ] Heart problems such as slow heart rate and low blood pressure may occur. [ 2 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Ciguatoxin.svg/250px-Ciguatoxin.svg.png,https://en.wikipedia.org/wiki/Ciguatera_poisoning,"{""section"": ""Natural toxins"", ""type"": ""agent""}"
Grayanotoxin,food_poisoning,,"Grayanotoxins are a group of closely related neurotoxins named after Leucothoe grayana , a plant native to Japan and named for 19th-century American botanist Asa Gray . [ 1 ] Grayanotoxin I (grayanotoxane-3,5,6,10,14,16-hexol 14-acetate) is also known as andromedotoxin , acetylandromedol , rhodotoxin and asebotoxin . [ 2 ] Grayanotoxins are produced by Rhododendron species and other plants in the family Ericaceae . Honey made from the nectar and so containing pollen of these plants also contains grayanotoxins and is commonly referred to as mad honey . [ 3 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Rhododendron_luteum2.jpg/250px-Rhododendron_luteum2.jpg,https://en.wikipedia.org/wiki/Grayanotoxin,"{""section"": ""Natural toxins"", ""type"": ""agent""}"
Mushroom toxins,food_poisoning,,Mushroom poisoning is poisoning resulting from the ingestion of mushrooms that contain toxic substances. Symptoms can vary from slight gastrointestinal discomfort to death in about 10 days. Mushroom toxins are secondary metabolites produced by the fungus .,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Amanita_phalloides_1.JPG/250px-Amanita_phalloides_1.JPG,https://en.wikipedia.org/wiki/Mushroom_poisoning,"{""section"": ""Natural toxins"", ""type"": ""agent""}"
paralytic shellfish poisoning,food_poisoning,,"Paralytic shellfish poisoning ( PSP ) is one of the four recognized syndromes of shellfish poisoning , which share some common features and are primarily associated with bivalve mollusks (such as mussels , clams , oysters and scallops ). These shellfish are filter feeders and accumulate neurotoxins , chiefly saxitoxin , produced by microscopic algae , such as dinoflagellates , diatoms , and cyanobacteria . [ 1 ] Dinoflagellates of the genus Alexandrium are the most numerous and widespread saxitoxin producers and are responsible for PSP blooms in subarctic, temperate, and tropical locations. [ 2 ] The majority of toxic blooms have been caused by the morphospecies Alexandrium catenella , Alexandrium tamarense , Gonyaulax catenella and Alexandrium fundyense , [ 3 ] which together comprise the A. tamarense species complex. [ 4 ] In Asia, PSP is mostly associated with the occurrence of the species Pyrodinium bahamense . [ 5 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Saxitoxin_neutral.svg/250px-Saxitoxin_neutral.svg.png,https://en.wikipedia.org/wiki/Paralytic_shellfish_poisoning,"{""section"": ""Natural toxins"", ""type"": ""agent""}"
Scombrotoxin,food_poisoning,,"Scombroid food poisoning , also known as simply scombroid , is a foodborne illness that typically results from eating spoiled fish. [ 2 ] [ 4 ] Symptoms may include flushed skin , sweating , headache , itchiness , blurred vision , abdominal cramps and diarrhea . [ 2 ] [ 5 ] Onset of symptoms is typically 10 to 60 minutes after eating and can last for up to two days. [ 2 ] Rarely, breathing problems, difficulty swallowing, redness of the mouth, or an irregular heartbeat may occur. [ 2 ] [ 5 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Histamine_3D_ball.png/250px-Histamine_3D_ball.png,https://en.wikipedia.org/wiki/Scombrotoxin,"{""section"": ""Natural toxins"", ""type"": ""agent""}"
Tetrodotoxin,food_poisoning,,"Tetrodotoxin ( TTX ) is a potent neurotoxin . Its name derives from Tetraodontiformes , an order that includes pufferfish , porcupinefish , ocean sunfish , and triggerfish ; several of these species carry the toxin. Although tetrodotoxin was discovered in these fish, it is found in several other animals (e.g., in blue-ringed octopuses , rough-skinned newts , and moon snails ). It is also produced by certain infectious or symbiotic bacteria like Pseudoalteromonas , Pseudomonas , and Vibrio as well as other species found in symbiotic relationships with animals and plants. [ 1 ] [ 2 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Tetrodotoxin.svg/250px-Tetrodotoxin.svg.png,https://en.wikipedia.org/wiki/Tetrodotoxin,"{""section"": ""Natural toxins"", ""type"": ""agent""}"
Prions,food_poisoning,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/PDB_6DU9.png/250px-PDB_6DU9.png,https://en.wikipedia.org/wiki/Prion,"{""section"": ""Other pathogenic agents"", ""type"": ""agent""}"
